"","truseq","inlysate","purified_RNA","rank","rand_truseq","inlysate_truseq","purified_truseq","inlysate_purified","rand_truseq_truseq"
"32177","LOC107985850","LOC107986157","LOC107985850",32177,"LRIG2-DT",31436,32177,31436,26916
"32178","LOC107985852","LOC107986166","LOC107985852",32178,"MIR4449",31437,32178,31437,26918
"32179","LOC107985853","LOC107986169","LOC107985853",32179,"MIR367",31438,32179,31438,26919
"32180","LOC107985855","LOC107986170","LOC107985855",32180,"ZFAND5",31439,32180,31439,26921
"32181","LOC107985856","LOC107986171","LOC107985856",32181,"LOC105374021",31441,32181,31441,26922
"32182","LOC107985857","LOC107986172","LOC107985857",32182,"LOC101928042",31442,32182,31442,26924
"32183","LOC107985858","LOC107986173","LOC107985858",32183,"FOCAD",31443,32183,31443,26926
"32184","LOC107985859","LOC107986174","LOC107985859",32184,"GH2",31444,32184,31444,26927
"32185","LOC107985861","LOC107986175","LOC107985861",32185,"RCOR2",31445,32185,31445,26929
"32186","LOC107985862","LOC107986177","LOC107985862",32186,"TBC1D19",31446,32186,31446,26931
"32187","LOC107985863","LOC107986178","LOC107985863",32187,"ACIN1",31447,32187,31447,26933
"32188","LOC107985864","LOC107986179","LOC107985864",32188,"SNORA112",31448,32188,31448,26933
"32189","LOC107985865","LOC107986180","LOC107985865",32189,"AP1M1",31449,32189,31449,26935
"32190","LOC107985866","LOC107986181","LOC107985866",32190,"TRPM3",31450,32190,31450,26935
"32191","LOC107985870","LOC107986183","LOC107985870",32191,"SRGN",31451,32191,31451,26937
"32192","LOC107985871","LOC107986184","LOC107985871",32192,"LINC01096",31452,32192,31452,26939
"32193","LOC107985876","LOC107986185","LOC107985876",32193,"LOC107986048",31453,32193,31453,26940
"32194","LOC107985882","LOC107986186","LOC107985882",32194,"BICD1",31454,32194,31454,26942
"32195","LOC107985883","LOC107986187","LOC107985883",32195,"PDLIM7",31455,32195,31455,26944
"32196","LOC107985886","LOC107986189","LOC107985886",32196,"LOC107984800",31456,32196,31456,26946
"32197","LOC107985888","LOC107986190","LOC107985888",32197,"LOC105377141",31457,32197,31457,26948
"32198","LOC107985889","LOC107986194","LOC107985889",32198,"LOC101927496",31458,32198,31458,26950
"32199","LOC107985890","LOC107986197","LOC107985890",32199,"CPS1-IT1",31459,32199,31459,26952
"32200","LOC107985891","LOC107986198","LOC107985891",32200,"LOC105378339",31460,32200,31460,26954
"32201","LOC107985894","LOC107986200","LOC107985894",32201,"MAPKAPK3",31461,32201,31461,26956
"32202","LOC107985895","LOC107986201","LOC107985895",32202,"LOC112268125",31462,32202,31462,26957
"32203","LOC107985896","LOC107986215","LOC107985896",32203,"CT45A8",31463,32203,31463,26959
"32204","LOC107985898","LOC107986218","LOC107985898",32204,"LOC107986009",31464,32204,31464,26960
"32205","LOC107985900","LOC107986219","LOC107985900",32205,"LZIC",31465,32205,31465,26962
"32206","LOC107985902","LOC107986220","LOC107985902",32206,"DPY19L2P3",31466,32206,31466,26964
"32207","LOC107985903","LOC107986221","LOC107985903",32207,"C10orf95",31467,32207,31467,26965
"32208","LOC107985904","LOC107986222","LOC107985904",32208,"LOC112268395",31468,32208,31468,26966
"32209","LOC107985905","LOC107986224","LOC107985905",32209,"ZBED5-AS1",31469,32209,31469,26968
"32210","LOC107985906","LOC107986225","LOC107985906",32210,"LOC105371125",31470,32210,31470,26970
"32211","LOC107985908","LOC107986228","LOC107985908",32211,"LOC105375902",31471,32211,31471,26972
"32212","LOC107985909","LOC107986229","LOC107985909",32212,"RALGAPA1P1",31472,32212,31472,26974
"32213","LOC107985910","LOC107986230","LOC107985910",32213,"RPLP0P2",31473,32213,31473,26976
"32214","LOC107985916","LOC107986234","LOC107985916",32214,"ST8SIA1",31474,32214,31474,26978
"32215","LOC107985917","LOC107986235","LOC107985917",32215,"MIR3149",31475,32215,31475,26979
"32216","LOC107985920","LOC107986236","LOC107985920",32216,"DPYD",31476,32216,31476,26981
"32217","LOC107985922","LOC107986238","LOC107985922",32217,"DCAF13",31477,32217,31477,26983
"32218","LOC107985927","LOC107986239","LOC107985927",32218,"PPY",31478,32218,31478,26985
"32219","LOC107985929","LOC107986240","LOC107985929",32219,"COPG2",31479,32219,31479,26986
"32220","LOC107985930","LOC107986244","LOC107985930",32220,"LOC105370084",31480,32220,31480,26988
"32221","LOC107985931","LOC107986252","LOC107985931",32221,"RPGRIP1",31481,32221,31481,26990
"32222","LOC107985933","LOC107986253","LOC107985933",32222,"LOC105373905",31482,32222,31482,26992
"32223","LOC107985937","LOC107986256","LOC107985937",32223,"LOC101928553",31483,32223,31483,26994
"32224","LOC107985938","LOC107986257","LOC107985938",32224,"TTC28",31484,32224,31484,26996
"32225","LOC107985940","LOC107986258","LOC107985940",32225,"LOC107984963",31485,32225,31485,26998
"32226","LOC107985941","LOC107986260","LOC107985941",32226,"AP4B1",31486,32226,31486,27000
"32227","LOC107985943","LOC107986261","LOC107985943",32227,"SLC66A1L",31487,32227,31487,27002
"32228","LOC107985945","LOC107986262","LOC107985945",32228,"RSBN1",31488,32228,31488,27004
"32229","LOC107985946","LOC107986263","LOC107985946",32229,"TST",31489,32229,31489,27005
"32230","LOC107985947","LOC107986269","LOC107985947",32230,"LOC340184",31490,32230,31490,27007
"32231","LOC107985948","LOC107986270","LOC107985948",32231,"PYM1",31491,32231,31491,27008
"32232","LOC107985949","LOC107986271","LOC107985949",32232,"MIR3670-3",31492,32232,31492,27009
"32233","LOC107985950","LOC107986272","LOC107985950",32233,"THAP4",31493,32233,31493,27011
"32234","LOC107985952","LOC107986277","LOC107985952",32234,"LOC105373682",31494,32234,31494,27013
"32235","LOC107985953","LOC107986283","LOC107985953",32235,"SNED1",31495,32235,31495,27014
"32236","LOC107985955","LOC107986285","LOC107985955",32236,"JAKMIP3",31497,32236,31497,27016
"32237","LOC107985958","LOC107986286","LOC107985958",32237,"ANKRD30B",31498,32237,31498,27018
"32238","LOC107985961","LOC107986287","LOC107985961",32238,"PTPRK",31499,32238,31499,27019
"32239","LOC107985965","LOC107986289","LOC107985965",32239,"LOC105372232",31500,32239,31500,27021
"32240","LOC107985966","LOC107986291","LOC107985966",32240,"TRIP11",31501,32240,31501,27023
"32241","LOC107985967","LOC107986292","LOC107985967",32241,"AQP12B",31503,32241,31503,27025
"32242","LOC107985968","LOC107986295","LOC107985968",32242,"LINC02568",31504,32242,31504,27027
"32243","LOC107985969","LOC107986297","LOC107985969",32243,"PISD",31505,32243,31505,27028
"32244","LOC107985976","LOC107986299","LOC107985976",32244,"LOC107985405",31506,32244,31506,27030
"32245","LOC107985977","LOC107986300","LOC107985977",32245,"LOC105376505",31507,32245,31507,27032
"32246","LOC107985978","LOC107986306","LOC107985978",32246,"GATM",31508,32246,31508,27034
"32247","LOC107985979","LOC107986307","LOC107985979",32247,"LOC107985856",31509,32247,31509,27036
"32248","LOC107985980","LOC107986309","LOC107985980",32248,"SLC22A16",31510,32248,31510,27037
"32249","LOC107985985","LOC107986310","LOC107985985",32249,"FAM95B1",31511,32249,31511,27039
"32250","LOC107985988","LOC107986312","LOC107985988",32250,"C11orf91",31512,32250,31512,27041
"32251","LOC107985989","LOC107986315","LOC107985989",32251,"LOC105372296",31513,32251,31513,27042
"32252","LOC107985990","LOC107986317","LOC107985990",32252,"TCIM",31515,32252,31515,27044
"32253","LOC107985991","LOC107986320","LOC107985991",32253,"SDS",31517,32253,31517,27044
"32254","LOC107985992","LOC107986324","LOC107985992",32254,"GPC3-AS1",31518,32254,31518,27046
"32255","LOC107985994","LOC107986325","LOC107985994",32255,"KRTAP16-1",31520,32255,31520,27048
"32256","LOC107985995","LOC107986326","LOC107985995",32256,"TYMS",31521,32256,31521,27050
"32257","LOC107985997","LOC107986327","LOC107985997",32257,"MIR6081",31522,32257,31522,27051
"32258","LOC107985998","LOC107986328","LOC107985998",32258,"LOC102724813",31523,32258,31523,27053
"32259","LOC107985999","LOC107986329","LOC107985999",32259,"MIR4425",31524,32259,31524,27054
"32260","LOC107986001","LOC107986332","LOC107986001",32260,"LOC105375553",31525,32260,31525,27056
"32261","LOC107986002","LOC107986335","LOC107986002",32261,"TBCEL",31527,32261,31527,27058
"32262","LOC107986004","LOC107986337","LOC107986004",32262,"C4orf50",31529,32262,31529,27060
"32263","LOC107986008","LOC107986338","LOC107986008",32263,"KAT7",31530,32263,31530,27062
"32264","LOC107986009","LOC107986343","LOC107986009",32264,"KRT38",31531,32264,31531,27064
"32265","LOC107986011","LOC107986345","LOC107986011",32265,"TFDP2",31532,32265,31532,27066
"32266","LOC107986017","LOC107986347","LOC107986017",32266,"LOC105374515",31533,32266,31533,27068
"32267","LOC107986019","LOC107986350","LOC107986019",32267,"LOC105372912",31534,32267,31534,27070
"32268","LOC107986020","LOC107986355","LOC107986020",32268,"EPHA7",31535,32268,31535,27072
"32269","LOC107986021","LOC107986356","LOC107986021",32269,"NKX2-6",31536,32269,31536,27074
"32270","LOC107986022","LOC107986357","LOC107986022",32270,"PDCD2L",31537,32270,31537,27076
"32271","LOC107986025","LOC107986358","LOC107986025",32271,"LOC107984016",31538,32271,31538,27078
"32272","LOC107986028","LOC107986359","LOC107986028",32272,"SLC26A3",31539,32272,31539,27079
"32273","LOC107986035","LOC107986360","LOC107986035",32273,"EMD",31540,32273,31540,27081
"32274","LOC107986040","LOC107986362","LOC107986040",32274,"LEO1",31541,32274,31541,27082
"32275","LOC107986042","LOC107986366","LOC107986042",32275,"MIR4330",31543,32275,31543,27083
"32276","LOC107986043","LOC107986368","LOC107986043",32276,"HMGA2",31544,32276,31544,27085
"32277","LOC107986044","LOC107986369","LOC107986044",32277,"MEIS3",31545,32277,31545,27087
"32278","LOC107986045","LOC107986370","LOC107986045",32278,"EDC3",31546,32278,31546,27089
"32279","LOC107986048","LOC107986372","LOC107986048",32279,"ST6GALNAC3",31547,32279,31547,27091
"32280","LOC107986049","LOC107986373","LOC107986049",32280,"SNORD114-12",31548,32280,31548,27092
"32281","LOC107986050","LOC107986376","LOC107986050",32281,"RPL27A",31549,32281,31549,27094
"32282","LOC107986051","LOC107986379","LOC107986051",32282,"LYPD3",31550,32282,31550,27095
"32283","LOC107986052","LOC107986380","LOC107986052",32283,"LOC107985487",31552,32283,31552,27097
"32284","LOC107986053","LOC107986381","LOC107986053",32284,"LOC100507477",31553,32284,31553,27099
"32285","LOC107986054","LOC107986383","LOC107986054",32285,"LOC112267902",31554,32285,31554,27100
"32286","LOC107986055","LOC107986384","LOC107986055",32286,"FUT8-AS1",31555,32286,31555,27101
"32287","LOC107986056","LOC107986385","LOC107986056",32287,"TMEM30B",31556,32287,31556,27102
"32288","LOC107986057","LOC107986386","LOC107986057",32288,"TXNDC17",31557,32288,31557,27104
"32289","LOC107986059","LOC107986387","LOC107986059",32289,"SLC16A7",31558,32289,31558,27106
"32290","LOC107986063","LOC107986388","LOC107986063",32290,"MIR3681HG",31559,32290,31559,27108
"32291","LOC107986065","LOC107986391","LOC107986065",32291,"CHIA",31560,32291,31560,27110
"32292","LOC107986066","LOC107986394","LOC107986066",32292,"COL10A1",31561,32292,31561,27112
"32293","LOC107986068","LOC107986395","LOC107986068",32293,"LOC107985251",31562,32293,31562,27113
"32294","LOC107986070","LOC107986396","LOC107986070",32294,"LOC105375992",31563,32294,31563,27115
"32295","LOC107986073","LOC107986397","LOC107986073",32295,"LOC102723968",31565,32295,31565,27117
"32296","LOC107986079","LOC107986398","LOC107986079",32296,"NQO2",31567,32296,31567,27119
"32297","LOC107986081","LOC107986400","LOC107986081",32297,"LOC107985959",31568,32297,31568,27121
"32298","LOC107986082","LOC107986409","LOC107986082",32298,"LINC02349",31569,32298,31569,27123
"32299","LOC107986083","LOC107986410","LOC107986083",32299,"LOC105274304",31570,32299,31570,27125
"32300","LOC107986088","LOC107986412","LOC107986088",32300,"LMAN2L",31571,32300,31571,27127
"32301","LOC107986089","LOC107986413","LOC107986089",32301,"LOC105377267",31572,32301,31572,27129
"32302","LOC107986091","LOC107986416","LOC107986091",32302,"VPS11",31573,32302,31573,27131
"32303","LOC107986093","LOC107986418","LOC107986093",32303,"LOC441666",31574,32303,31574,27133
"32304","LOC107986095","LOC107986419","LOC107986095",32304,"NPBWR1",31575,32304,31575,27133
"32305","LOC107986097","LOC107986420","LOC107986097",32305,"NMD3",31576,32305,31576,27135
"32306","LOC107986098","LOC107986421","LOC107986098",32306,"CD99",31577,32306,31577,27137
"32307","LOC107986099","LOC107986423","LOC107986099",32307,"GPC4",31578,32307,31578,27139
"32308","LOC107986103","LOC107986430","LOC107986103",32308,"WDR88",31580,32308,31580,27140
"32309","LOC107986104","LOC107986433","LOC107986104",32309,"LOC105377106",31581,32309,31581,27142
"32310","LOC107986105","LOC107986434","LOC107986105",32310,"HMGN5",31582,32310,31582,27144
"32311","LOC107986106","LOC107986438","LOC107986106",32311,"LOC102724863",31583,32311,31583,27146
"32312","LOC107986107","LOC107986439","LOC107986107",32312,"MIR548AZ",31584,32312,31584,27147
"32313","LOC107986112","LOC107986440","LOC107986112",32313,"LINC02147",31585,32313,31585,27149
"32314","LOC107986113","LOC107986441","LOC107986113",32314,"ARHGAP6",31586,32314,31586,27151
"32315","LOC107986126","LOC107986446","LOC107986126",32315,"MTHFD2L",31587,32315,31587,27153
"32316","LOC107986129","LOC107986448","LOC107986129",32316,"LOC107986370",31588,32316,31588,27154
"32317","LOC107986131","LOC107986452","LOC107986131",32317,"MIR4673",31590,32317,31590,27155
"32318","LOC107986133","LOC107986453","LOC107986133",32318,"LINC02474",31591,32318,31591,27157
"32319","LOC107986138","LOC107986454","LOC107986138",32319,"TBC1D8B",31592,32319,31592,27159
"32320","LOC107986140","LOC107986457","LOC107986140",32320,"ZNF799",31594,32320,31594,27160
"32321","LOC107986141","LOC107986458","LOC107986141",32321,"FAM183A",31595,32321,31595,27162
"32322","LOC107986149","LOC107986459","LOC107986149",32322,"PAGE5",31596,32322,31596,27164
"32323","LOC107986150","LOC107986462","LOC107986150",32323,"BMPR1B",31597,32323,31597,27166
"32324","LOC107986151","LOC107986463","LOC107986151",32324,"LOC105371070",31598,32324,31598,27168
"32325","LOC107986154","LOC107986464","LOC107986154",32325,"ABCD2",31599,32325,31599,27170
"32326","LOC107986155","LOC107986466","LOC107986155",32326,"C8orf37-AS1",31600,32326,31600,27171
"32327","LOC107986156","LOC107986469","LOC107986156",32327,"C5orf58",31601,32327,31601,27173
"32328","LOC107986157","LOC107986470","LOC107986157",32328,"MIR30E",31602,32328,31602,27173
"32329","LOC107986161","LOC107986472","LOC107986161",32329,"LMO2",31603,32329,31603,27174
"32330","LOC107986166","LOC107986473","LOC107986166",32330,"MYO16",31604,32330,31604,27176
"32331","LOC107986169","LOC107986474","LOC107986169",32331,"MIR98",31605,32331,31605,27177
"32332","LOC107986170","LOC107986475","LOC107986170",32332,"LOC105379663",31606,32332,31606,27179
"32333","LOC107986172","LOC107986476","LOC107986172",32333,"LOC107984656",31608,32333,31608,27180
"32334","LOC107986173","LOC107986478","LOC107986173",32334,"LINC02839",31609,32334,31609,27182
"32335","LOC107986174","LOC107986479","LOC107986174",32335,"LOC107987206",31610,32335,31610,27184
"32336","LOC107986175","LOC107986482","LOC107986175",32336,"CNN1",31612,32336,31612,27186
"32337","LOC107986177","LOC107986483","LOC107986177",32337,"LOC105378404",31613,32337,31613,27188
"32338","LOC107986178","LOC107986484","LOC107986178",32338,"LOC105378825",31614,32338,31614,27189
"32339","LOC107986179","LOC107986485","LOC107986179",32339,"CLDN10",31615,32339,31615,27191
"32340","LOC107986180","LOC107986486","LOC107986180",32340,"SUMO4",31616,32340,31616,27193
"32341","LOC107986181","LOC107986489","LOC107986181",32341,"LOC105374562",31617,32341,31617,27195
"32342","LOC107986183","LOC107986491","LOC107986183",32342,"GJA9-MYCBP",31618,32342,31618,27196
"32343","LOC107986184","LOC107986492","LOC107986184",32343,"KIF11",31619,32343,31619,27198
"32344","LOC107986185","LOC107986493","LOC107986185",32344,"LOC107985545",31620,32344,31620,27200
"32345","LOC107986186","LOC107986494","LOC107986186",32345,"FAM177B",31621,32345,31621,27201
"32346","LOC107986187","LOC107986495","LOC107986187",32346,"LOC105376242",31622,32346,31622,27203
"32347","LOC107986189","LOC107986514","LOC107986189",32347,"AGAP10P",31623,32347,31623,27205
"32348","LOC107986190","LOC107986516","LOC107986190",32348,"SYT8",31625,32348,31625,27206
"32349","LOC107986193","LOC107986519","LOC107986193",32349,"LOC102724638",31626,32349,31626,27208
"32350","LOC107986194","LOC107986521","LOC107986194",32350,"LOC107984654",31627,32350,31627,27210
"32351","LOC107986197","LOC107986522","LOC107986197",32351,"UNC80",31628,32351,31628,27211
"32352","LOC107986198","LOC107986523","LOC107986198",32352,"LOC102724427",31629,32352,31629,27213
"32353","LOC107986200","LOC107986524","LOC107986200",32353,"TEDC2",31630,32353,31630,27215
"32354","LOC107986201","LOC107986525","LOC107986201",32354,"NRDE2",31631,32354,31631,27217
"32355","LOC107986204","LOC107986526","LOC107986204",32355,"C3AR1",31632,32355,31632,27219
"32356","LOC107986205","LOC107986528","LOC107986205",32356,"LOC107984406",31633,32356,31633,27221
"32357","LOC107986215","LOC107986529","LOC107986215",32357,"MUC17",31635,32357,31635,27222
"32358","LOC107986218","LOC107986531","LOC107986218",32358,"LOC107986350",31637,32358,31637,27223
"32359","LOC107986219","LOC107986537","LOC107986219",32359,"MDK",31638,32359,31638,27224
"32360","LOC107986220","LOC107986538","LOC107986220",32360,"SNHG16",31639,32360,31639,27226
"32361","LOC107986221","LOC107986539","LOC107986221",32361,"LOC105369530",31640,32361,31640,27228
"32362","LOC107986222","LOC107986540","LOC107986222",32362,"LOC105377838",31641,32362,31641,27230
"32363","LOC107986223","LOC107986541","LOC107986223",32363,"PLK2",31642,32363,31642,27232
"32364","LOC107986224","LOC107986543","LOC107986224",32364,"MIR6753",31643,32364,31643,27233
"32365","LOC107986225","LOC107986544","LOC107986225",32365,"LOC107984310",31644,32365,31644,27235
"32366","LOC107986228","LOC107986545","LOC107986228",32366,"PCAT1",31645,32366,31645,27235
"32367","LOC107986229","LOC107986546","LOC107986229",32367,"HPX",31646,32367,31646,27237
"32368","LOC107986230","LOC107986547","LOC107986230",32368,"LOC107984175",31647,32368,31647,27239
"32369","LOC107986234","LOC107986548","LOC107986234",32369,"MTSS1",31648,32369,31648,27241
"32370","LOC107986235","LOC107986549","LOC107986235",32370,"LOC105369568",31650,32370,31650,27242
"32371","LOC107986236","LOC107986550","LOC107986236",32371,"OR1C1",31651,32371,31651,27243
"32372","LOC107986238","LOC107986551","LOC107986238",32372,"ANKRD13A",31652,32372,31652,27245
"32373","LOC107986239","LOC107986552","LOC107986239",32373,"PTH2",31653,32373,31653,27245
"32374","LOC107986240","LOC107986553","LOC107986240",32374,"LINC00446",31654,32374,31654,27247
"32375","LOC107986244","LOC107986555","LOC107986244",32375,"PCDHGA11",31655,32375,31655,27248
"32376","LOC107986252","LOC107986556","LOC107986252",32376,"CXCR3",31656,32376,31656,27250
"32377","LOC107986253","LOC107986559","LOC107986253",32377,"ADAM20P1",31657,32377,31657,27252
"32378","LOC107986256","LOC107986560","LOC107986256",32378,"HAVCR1",31658,32378,31658,27253
"32379","LOC107986257","LOC107986561","LOC107986257",32379,"SLX1A",31659,32379,31659,27255
"32380","LOC107986258","LOC107986564","LOC107986258",32380,"LOC107986961",31660,32380,31660,27256
"32381","LOC107986260","LOC107986567","LOC107986260",32381,"EFCAB1",31661,32381,31661,27258
"32382","LOC107986261","LOC107986569","LOC107986261",32382,"FAM131A",31663,32382,31663,27260
"32383","LOC107986262","LOC107986572","LOC107986262",32383,"RPL14",31664,32383,31664,27262
"32384","LOC107986263","LOC107986573","LOC107986263",32384,"CCL28",31665,32384,31665,27263
"32385","LOC107986269","LOC107986574","LOC107986269",32385,"LOC105374445",31666,32385,31666,27265
"32386","LOC107986270","LOC107986575","LOC107986270",32386,"SERPINB9",31667,32386,31667,27267
"32387","LOC107986271","LOC107986576","LOC107986271",32387,"UTP11",31668,32387,31668,27268
"32388","LOC107986272","LOC107986577","LOC107986272",32388,"LIPE",31669,32388,31669,27270
"32389","LOC107986275","LOC107986578","LOC107986275",32389,"LOC105369782",31670,32389,31670,27272
"32390","LOC107986277","LOC107986579","LOC107986277",32390,"LOC105379505",31672,32390,31672,27274
"32391","LOC107986281","LOC107986582","LOC107986281",32391,"LOC105378047",31673,32391,31673,27275
"32392","LOC107986283","LOC107986586","LOC107986283",32392,"ATP6AP2",31674,32392,31674,27277
"32393","LOC107986286","LOC107986588","LOC107986286",32393,"LOC101927045",31675,32393,31675,27279
"32394","LOC107986287","LOC107986589","LOC107986287",32394,"LOC105371409",31676,32394,31676,27281
"32395","LOC107986289","LOC107986590","LOC107986289",32395,"MIR451A",31677,32395,31677,27282
"32396","LOC107986291","LOC107986594","LOC107986291",32396,"TRPC2",31678,32396,31678,27283
"32397","LOC107986294","LOC107986595","LOC107986294",32397,"KATNA1",31679,32397,31679,27285
"32398","LOC107986295","LOC107986598","LOC107986295",32398,"LINC00560",31680,32398,31680,27287
"32399","LOC107986297","LOC107986599","LOC107986297",32399,"LOC105369877",31682,32399,31682,27289
"32400","LOC107986299","LOC107986601","LOC107986299",32400,"LOC112267884",31683,32400,31683,27290
"32401","LOC107986300","LOC107986602","LOC107986300",32401,"SIN3A",31684,32401,31684,27292
"32402","LOC107986306","LOC107986604","LOC107986306",32402,"IL36RN",31685,32402,31685,27294
"32403","LOC107986307","LOC107986605","LOC107986307",32403,"KHDC1L",31686,32403,31686,27296
"32404","LOC107986309","LOC107986607","LOC107986309",32404,"GLIPR1L1",31687,32404,31687,27298
"32405","LOC107986310","LOC107986608","LOC107986310",32405,"SLC26A1",31688,32405,31688,27300
"32406","LOC107986312","LOC107986610","LOC107986312",32406,"MIR512-1",31689,32406,31689,27301
"32407","LOC107986315","LOC107986611","LOC107986315",32407,"LOC105371704",31690,32407,31690,27303
"32408","LOC107986321","LOC107986613","LOC107986321",32408,"LOC105376812",31691,32408,31691,27304
"32409","LOC107986324","LOC107986614","LOC107986324",32409,"ZNF215",31692,32409,31692,27306
"32410","LOC107986326","LOC107986619","LOC107986326",32410,"LINC01544",31693,32410,31693,27307
"32411","LOC107986327","LOC107986620","LOC107986327",32411,"CBR1",31694,32411,31694,27309
"32412","LOC107986328","LOC107986621","LOC107986328",32412,"MIR3910-1",31695,32412,31695,27310
"32413","LOC107986329","LOC107986622","LOC107986329",32413,"LOC105369832",31696,32413,31696,27312
"32414","LOC107986330","LOC107986623","LOC107986330",32414,"ANXA10",31697,32414,31697,27314
"32415","LOC107986332","LOC107986624","LOC107986332",32415,"LOC729291",31698,32415,31698,27315
"32416","LOC107986338","LOC107986625","LOC107986338",32416,"PDIA6",31699,32416,31699,27317
"32417","LOC107986343","LOC107986626","LOC107986343",32417,"ANKRD36C",31700,32417,31700,27319
"32418","LOC107986345","LOC107986627","LOC107986345",32418,"LINC02866",31701,32418,31701,27321
"32419","LOC107986347","LOC107986629","LOC107986347",32419,"PEX12",31703,32419,31703,27322
"32420","LOC107986350","LOC107986631","LOC107986350",32420,"LOC105377337",31704,32420,31704,27324
"32421","LOC107986355","LOC107986633","LOC107986355",32421,"SLCO1B3-SLCO1B7",31706,32421,31706,27325
"32422","LOC107986356","LOC107986634","LOC107986356",32422,"MAPRE3-AS1",31707,32422,31707,27326
"32423","LOC107986357","LOC107986638","LOC107986357",32423,"FAM25G",31708,32423,31708,27327
"32424","LOC107986358","LOC107986639","LOC107986358",32424,"SELENOS",31709,32424,31709,27329
"32425","LOC107986359","LOC107986640","LOC107986359",32425,"LOC105369690",31710,32425,31710,27331
"32426","LOC107986360","LOC107986641","LOC107986360",32426,"LOC107986186",31712,32426,31712,27332
"32427","LOC107986362","LOC107986643","LOC107986362",32427,"MIR95",31713,32427,31713,27333
"32428","LOC107986367","LOC107986646","LOC107986367",32428,"DENND5A",31714,32428,31714,27334
"32429","LOC107986368","LOC107986651","LOC107986368",32429,"DEFB103A",31715,32429,31715,27336
"32430","LOC107986369","LOC107986652","LOC107986369",32430,"SHROOM2",31716,32430,31716,27338
"32431","LOC107986370","LOC107986653","LOC107986370",32431,"ERO1B",31717,32431,31717,27340
"32432","LOC107986372","LOC107986654","LOC107986372",32432,"TRERF1",31718,32432,31718,27341
"32433","LOC107986373","LOC107986659","LOC107986373",32433,"C8orf87",31719,32433,31719,27343
"32434","LOC107986376","LOC107986661","LOC107986376",32434,"LY6L",31720,32434,31720,27344
"32435","LOC107986379","LOC107986662","LOC107986379",32435,"LOC102723904",31721,32435,31721,27346
"32436","LOC107986381","LOC107986663","LOC107986381",32436,"RDH12",31723,32436,31723,27347
"32437","LOC107986383","LOC107986664","LOC107986383",32437,"B4GALT4-AS1",31724,32437,31724,27348
"32438","LOC107986384","LOC107986666","LOC107986384",32438,"LOC105375372",31725,32438,31725,27350
"32439","LOC107986385","LOC107986667","LOC107986385",32439,"SNORD113-9",31726,32439,31726,27352
"32440","LOC107986386","LOC107986668","LOC107986386",32440,"SNORA75B",31727,32440,31727,27353
"32441","LOC107986387","LOC107986669","LOC107986387",32441,"LOC100128593",31729,32441,31729,27354
"32442","LOC107986388","LOC107986671","LOC107986388",32442,"LOC105374248",31730,32442,31730,27356
"32443","LOC107986391","LOC107986672","LOC107986391",32443,"LOC105373138",31731,32443,31731,27358
"32444","LOC107986394","LOC107986674","LOC107986394",32444,"LOC105370041",31732,32444,31732,27360
"32445","LOC107986395","LOC107986675","LOC107986395",32445,"SNORD55",31733,32445,31733,27362
"32446","LOC107986396","LOC107986676","LOC107986396",32446,"GLMP",31734,32446,31734,27364
"32447","LOC107986400","LOC107986677","LOC107986400",32447,"MIR4441",31735,32447,31735,27365
"32448","LOC107986403","LOC107986678","LOC107986403",32448,"SEMA6A",31736,32448,31736,27367
"32449","LOC107986405","LOC107986694","LOC107986405",32449,"ZNF697",31737,32449,31737,27369
"32450","LOC107986409","LOC107986696","LOC107986409",32450,"LOX",31738,32450,31738,27371
"32451","LOC107986410","LOC107986697","LOC107986410",32451,"COX5B",31739,32451,31739,27372
"32452","LOC107986412","LOC107986698","LOC107986412",32452,"OR6C76",31740,32452,31740,27373
"32453","LOC107986413","LOC107986700","LOC107986413",32453,"LOC107986332",31741,32453,31741,27374
"32454","LOC107986414","LOC107986708","LOC107986414",32454,"MIR1267",31742,32454,31742,27375
"32455","LOC107986416","LOC107986709","LOC107986416",32455,"WDR60",31744,32455,31744,27377
"32456","LOC107986418","LOC107986710","LOC107986418",32456,"DENND5B",31746,32456,31746,27379
"32457","LOC107986419","LOC107986713","LOC107986419",32457,"LOC105378858",31747,32457,31747,27381
"32458","LOC107986420","LOC107986714","LOC107986420",32458,"LOC105377816",31748,32458,31748,27383
"32459","LOC107986421","LOC107986715","LOC107986421",32459,"FAM220A",31749,32459,31749,27385
"32460","LOC107986423","LOC107986717","LOC107986423",32460,"RPS10",31750,32460,31750,27387
"32461","LOC107986431","LOC107986719","LOC107986431",32461,"LOC101928035",31751,32461,31751,27389
"32462","LOC107986433","LOC107986720","LOC107986433",32462,"LINC00870",31752,32462,31752,27391
"32463","LOC107986434","LOC107986721","LOC107986434",32463,"OR4C45",31753,32463,31753,27392
"32464","LOC107986435","LOC107986722","LOC107986435",32464,"CLEC16A",31754,32464,31754,27394
"32465","LOC107986436","LOC107986733","LOC107986436",32465,"LINC02864",31755,32465,31755,27396
"32466","LOC107986437","LOC107986734","LOC107986437",32466,"SIAH3",31757,32466,31757,27397
"32467","LOC107986438","LOC107986736","LOC107986438",32467,"TMBIM7P",31758,32467,31758,27398
"32468","LOC107986439","LOC107986737","LOC107986439",32468,"SYT14P1",31759,32468,31759,27399
"32469","LOC107986440","LOC107986738","LOC107986440",32469,"LOC107986526",31760,32469,31760,27400
